index,title,date,stock
569941,Google Parent Alphabet To Quit Power Generating Kite Company,2020-02-19 05:05:00-05:00,GOOGL
569942,"Q4 13F Roundup: How Buffett, Einhorn, Ackman And Others Adjusted Their Portfolios",2020-02-18 13:00:00-05:00,GOOGL
569943,Stocks That Hit 52-Week Highs On Tuesday,2020-02-18 11:03:00-05:00,GOOGL
569944,"Global Stocks Drop As Apple, Others Share Grim Outlook Due To Coronavirus Outbreak",2020-02-18 08:57:00-05:00,GOOGL
569945,"EU Rejects Facebook Proposal On Content Moderation, Suggests To Adapt To Local Regulations",2020-02-18 07:37:00-05:00,GOOGL
569946,"Tiger Global Management Takes Share Stake Of 106,360 Shares Of Class A Capital Stock In Alphabet",2020-02-14 13:56:00-05:00,GOOGL
569947,YouTube Says in a Blog it Paid $3B to the Music Industry in 2019 via Ads and Subscriptions,2020-02-14 13:28:00-05:00,GOOGL
569948,Google In Talks To Pay Publishers For Content In Premium News Product,2020-02-14 09:02:00-05:00,GOOGL
569949,"Streaming Is Now 20% Of TV Viewing, Netflix Clings To Top Spot",2020-02-13 15:33:00-05:00,GOOGL
569950,UK's CMA Clears Deal Between Google and Looker,2020-02-13 05:36:00-05:00,GOOGL
569951,Google Joins Blockchain Startup Hedera Hashgraph's Governing Council,2020-02-12 03:39:00-05:00,GOOGL
569952,FTC Asks Tech Giants To Hand Over Details Of Every Single Acquisition They Made Last Decade,2020-02-12 03:03:00-05:00,GOOGL
569953,"Trump Gives New Definition To 'Make America Great Again,' And It Involves Tech Giants",2020-02-12 01:57:00-05:00,GOOGL
569954,"WhatsApp Payments To Launch In India, BofA Says Monetization Will Take Time",2020-02-11 15:08:00-05:00,GOOGL
569955,Federal Trade Commission Chairman Says Number Of Deals Made By Big Tech Companies It Wants To Study Is In The Hundreds,2020-02-11 13:23:00-05:00,GOOGL
569956,Piper Sandler Remains Bullish On Slack On Broader Enterprise Adoption,2020-02-11 13:00:00-05:00,GOOGL
569957,"Hearing FTC To Examine Past Acquisitions By Large Technology Companies, Wants Information On Past Deals That Weren't Scrutinized; Unconfirmed",2020-02-11 11:40:00-05:00,GOOGL
569958,Stocks That Hit 52-Week Highs On Tuesday,2020-02-11 10:17:00-05:00,GOOGL
569959,Youtube In Talks To Follow Amazon And Apple Into Video Subscriptions Market,2020-02-11 05:32:00-05:00,GOOGL
569960,"Deutsche Bank Seeking Bids From Microsoft, Google, Amazon to Overhaul Its Technology",2020-02-11 05:23:00-05:00,GOOGL
569961,Google 'People Operations' Head Steps Down As Company Faces Mounting Employee Protests,2020-02-11 02:55:00-05:00,GOOGL
569962,Stocks That Hit 52-Week Highs On Monday,2020-02-10 10:25:00-05:00,GOOGL
569963,"'Google Could Acquire Tesla For $1,500 Per Share On Its Way To $2 Trillion Stock' -Forbes Contributor Article From Trefis, Great Speculations",2020-02-10 06:18:00-05:00,GOOGL
569964,'Big Google Search Ranking Algorithm Update - Currently Unconfirmed' -Search Engine Roundtable,2020-02-10 06:15:00-05:00,GOOGL
569965,Google Accused of Competition Abuse in Holiday Rentals,2020-02-10 04:24:00-05:00,GOOGL
569966,Hearing the US Has Blocked a Planned Data Cable Connecting LA and Hong Kong,2020-02-07 13:41:00-05:00,GOOGL
569967,"Citigroup Maintains Buy on Alphabet, Raises Price Target to $1700",2020-02-07 11:02:00-05:00,GOOGL
569968,"Job Market Heats Up In January, As Warmer Weather Might Have Helped Add Positions",2020-02-07 09:41:00-05:00,GOOGL
569969,"Google's Former Head of Pixel Smartphone Division, Mario Queiroz, has Left the Company",2020-02-07 05:36:00-05:00,GOOGL
569970,BitTorrent CEO Justin Sun's $4.5-Million Dinner With Warren Buffett,2020-02-06 15:33:00-05:00,GOOGL
569971,Everything You Need To Know About The Overwatch League 2020,2020-02-06 14:20:00-05:00,GOOGL
569972,"Alphabet, Sonos Shares Appear Unaffected Following Recent Reuters Article 'U.S. trade panel opens patent probe into Google speakers after Sonos complaint'",2020-02-06 14:05:00-05:00,GOOGL
569973,Alphabet shares are trading higher after CFRA maintained a Strong Buy on the company and raised the price target from $1737 to $1761.,2020-02-06 11:28:00-05:00,GOOGL
569974,Facebook At Key Inflection Point,2020-02-06 09:08:00-05:00,GOOGL
569975,Why Company Culture Is Critical for a Small Business' Bottom Line,2020-02-06 09:00:00-05:00,GOOGL
569976,"Facebook Sends Cease And Desist Letter To AI Startup, Joins Twitter, Venmo, YouTube",2020-02-06 06:16:00-05:00,GOOGL
569977,"China's Xiaomi, Huawei Technologies, Oppo and Vivo are Jointly Creating a Rival to Google App Store",2020-02-06 05:18:00-05:00,GOOGL
569978,"Shorts In A Twist: Tesla Shares Seem To Be Going Through A Classic ""Squeeze""",2020-02-05 12:03:00-05:00,GOOGL
569979,"Earnings Bonanza: Results Keep Pouring In, With Investors Looking Over Merck, Disney",2020-02-05 10:00:00-05:00,GOOGL
569980,10 Biggest Price Target Changes For Wednesday,2020-02-05 08:31:00-05:00,GOOGL
569981,"Argus Research Maintains Buy on Alphabet, Raises Price Target to $1620",2020-02-05 07:46:00-05:00,GOOGL
569982,Nvidia GeForce Now Game Streaming Is Now Available,2020-02-04 18:11:00-05:00,GOOGL
569983,Group Of State Attorney Generals Say Meeting With US Justice Department Officials To Discuss Alphabet's Google Anti-Trust Probe Has Concluded,2020-02-04 15:39:00-05:00,GOOGL
569984,"Twitter Analyst Sees Risk To Q1 Guidance, But Expects 'Buying Opportunity Ahead'",2020-02-04 15:36:00-05:00,GOOGL
569985,Mid-Afternoon Market Update: NASDAQ Rises Over 2%; Myomo Shares Spike Higher,2020-02-04 14:23:00-05:00,GOOGL
569986,"OK Google, How Is The Street Reacting To Alphabet's Q4 Earnings?",2020-02-04 13:40:00-05:00,GOOGL
569987,Mid-Day Market Update: Allot Surges After Q4 Results; Rockwell Medical Shares Plunge,2020-02-04 12:10:00-05:00,GOOGL
569988,"PreMarket Prep Recap, Feb. 4, 2020: TSLA Continues Its Unbelievable Move",2020-02-04 11:00:00-05:00,GOOGL
569989,"UPDATE: Needham Maintains Buy On Alphabet, Raises Target To $1,800 Notes 'There were several key ""firsts"" now that Sundar Pichai is CEO:'",2020-02-04 10:30:00-05:00,GOOGL
569990,Mid-Morning Market Update: Markets Open Higher; Alphabet Reports Mixed Q4 Results,2020-02-04 10:14:00-05:00,GOOGL
569991,China Reportedly Considering Further Stimulus To Help Economy Weather Coronavirus,2020-02-04 09:52:00-05:00,GOOGL
569992,Tuesday's Market Minute: REVIEWING THE FAANG 4Q,2020-02-04 09:44:00-05:00,GOOGL
569993,"Credit Suisse Maintains Outperform On Alphabet, $1700 Price Target As Firm Notes 3 Factors:",2020-02-04 09:44:00-05:00,GOOGL
569994,"Benzinga Pro's Top 5 Stocks To Watch For Tues., Feb. 4, 2020: GOOGL, DIS, EBAY, F, IBIO",2020-02-04 08:54:00-05:00,GOOGL
569995,"KeyBanc On Alphabet Notes 'Further, new disclosures and commentary helped highlight the magnitude of investments in opportunities beyond Search, which we believe can create substantial value for GOOGL over time'",2020-02-04 08:32:00-05:00,GOOGL
569996,"KeyBanc Reiterates Overweight, $1,769 Target On Alphabet As Firm Notes 'We recommend owning GOOGL. 4Q results showed excellent core Search ad revenue growth that appears sustainable for the foreseeable future'",2020-02-04 08:32:00-05:00,GOOGL
569997,"UPDATE: Raymond James Maintains Outperform On Alphabet, Raises Target To $1,580 'given solid advertising growth (Search, YouTube), increasing Google Cloud momentum, and an attractive valuation (~22x 2020E core EPS ex cash)'",2020-02-04 08:22:00-05:00,GOOGL
569998,"UPDATE:Piper Sandler On Alphabet Notes Co's 'Cloud Segment & YouTube Ads Growing Faster Than Core, But Too Small to Offset Broader Deceleration'; 'cloud segment is 6% and YouTube ads is 9% of '19 revenue'; 'Online Ad Spend is Ongoing Secular Tailwind'",2020-02-04 08:16:00-05:00,GOOGL
569999,"UPDATE: Piper Sandler Maintains Overweight On Alphabet, Raises Target To $1,600 Notes 'The core advertising business is decelerating, while cloud is accelerating and YouTube growth is outpacing the core'",2020-02-04 08:16:00-05:00,GOOGL
570000,10 Biggest Price Target Changes For Tuesday,2020-02-04 08:14:00-05:00,GOOGL
570001,12 Communication Services Stocks Moving In Tuesday's Pre-Market Session,2020-02-04 07:52:00-05:00,GOOGL
570002,"Raymond James Maintains Outperform on Alphabet, Raises Price Target to $1580",2020-02-04 07:41:00-05:00,GOOGL
570003,4 Internet Content & Information Stocks Moving In Tuesday's Pre-Market Session,2020-02-04 07:40:00-05:00,GOOGL
570004,"Piper Sandler Maintains Overweight on Alphabet, Raises Price Target to $1600",2020-02-04 07:27:00-05:00,GOOGL
570005,Alphabet shares are trading lower after the company reported worse-than-expected Q4 sales results.,2020-02-04 07:15:00-05:00,GOOGL
570006,"Needham Maintains Buy on Alphabet, Raises Price Target to $1800",2020-02-04 06:42:00-05:00,GOOGL
570007,A Peek Into The Markets: US Stock Futures Jump; Alphabet Posts Downbeat Q4 Sales,2020-02-04 06:37:00-05:00,GOOGL
570008,"Nomura Maintains Buy on Alphabet, Raises Price Target to $1680",2020-02-04 06:24:00-05:00,GOOGL
570009,"Pivotal Research Maintains Buy on Alphabet, Raises Price Target to $1700",2020-02-04 06:19:00-05:00,GOOGL
570010,Facebook Co-Founder's Asana Files To Go Public Via Direct Listing,2020-02-04 05:12:00-05:00,GOOGL
570011,"12 Stocks To Watch For February 4, 2020",2020-02-04 04:42:00-05:00,GOOGL
570012,Google Discloses YouTube Revenue For The First Time Ever,2020-02-04 01:44:00-05:00,GOOGL
570013,Amazon Testing Online Platform To Let Merchants Shop For Loans: Report,2020-02-03 21:44:00-05:00,GOOGL
570014,"Alphabet CEO Says Youtube Has 20 Million Paid Music And Premium Subscribers, Says YouTube Has 2M Paid YouTube TV Subscribers",2020-02-03 17:13:00-05:00,GOOGL
570015,Alphabet Reports Mixed Q4 Earnings,2020-02-03 16:34:00-05:00,GOOGL
570016,"Alphabet CFO Says No Impact Currently From Coronovirus, Could Impact Hardware Products If Protracted",2020-02-03 16:28:00-05:00,GOOGL
570017,7 Stocks Moving In Monday's After Hours,2020-02-03 16:24:00-05:00,GOOGL
570018,Alphabet shares are trading lower after the company reported worse-than-expected Q4 sales results.,2020-02-03 16:08:00-05:00,GOOGL
570019,Alphabet Reports Google Cloud Revenue 2.61B Up From 1.7B YoY,2020-02-03 16:06:00-05:00,GOOGL
570020,Alphabet Q4 Total Traffic Acquisition Cost $8.501B vs $7.436B in Same Qtr. Last Year,2020-02-03 16:05:00-05:00,GOOGL
570021,"Alphabet Reports Q4 Operating Margin 20%, Down From 21% YoY",2020-02-03 16:05:00-05:00,GOOGL
570022,"Alphabet Q4 EPS $15.35 Beats $12.53 Estimate, Sales $46.075B Miss $46.94B Estimate",2020-02-03 16:03:00-05:00,GOOGL
570023,Here's How Much Investing $100 In Google Stock Back In 2010 Would Be Worth Today,2020-02-03 13:10:00-05:00,GOOGL
570024,"3 Sector ETFs To Play Ahead Of Alphabet, Disney Earnings",2020-02-03 10:45:00-05:00,GOOGL
570025,"Alphabet Inc. shares are trading higher, potentially in anticipation of the company's Q4 earnings release after the close today.",2020-02-03 10:44:00-05:00,GOOGL
570026,"Surprise, Surprise: Stocks Wearing Their Rally Hats Despite China Market Tanking",2020-02-03 09:44:00-05:00,GOOGL
570027,Google Addresses Stadia Users Complaints About Lack Of Info For Upcoming Games,2020-02-03 08:35:00-05:00,GOOGL
570028,A Peek Into The Markets: US Stock Futures Gain Ahead Of Manufacturing Data,2020-02-03 06:48:00-05:00,GOOGL
570029,"8 Stocks To Watch For February 3, 2020",2020-02-03 04:54:00-05:00,GOOGL
570030,"Earnings Scheduled For February 3, 2020",2020-02-03 04:28:00-05:00,GOOGL
570031,Stephen King Quits Facebook Over Political Ads And Security Concerns Controversy,2020-02-03 00:05:00-05:00,GOOGL
570032,13 Super Bowl 54 Commercials You Won't Want To Miss,2020-01-31 15:45:00-05:00,GOOGL
570033,MAGA: A Look At The Trillion Dollar Market Cap Club,2020-01-31 12:05:00-05:00,GOOGL
570034,"Position Scrimmage: Coronavirus, End-Of-Month Profit Taking Influencing Markets",2020-01-31 09:46:00-05:00,GOOGL
570035,"Benzinga Pro's Top 5 Stocks To Watch For Fri., Jan. 31, 2020: AMZN, IBM, GOOGL, WWE, UBER",2020-01-31 08:27:00-05:00,GOOGL
570036,7 Communication Services Stocks Moving In Friday's Pre-Market Session,2020-01-31 07:55:00-05:00,GOOGL
570037,Alphabet Earnings Ahead: Analysts Eyeing These 3 Growth Drivers At Google,2020-01-30 11:30:00-05:00,GOOGL
570038,Microsoft Analysts See 20% Upside Following Across-The-Board Q2 Beat,2020-01-30 11:20:00-05:00,GOOGL
570039,3 Things That Move Alphabet's Stock,2020-01-30 11:15:00-05:00,GOOGL
570040,Google Confirms That Is Temporarily Shutting Down All China Offices Due To Coronavirus Outbreak,2020-01-29 15:54:00-05:00,GOOGL
570041,'Google is temporarily shutting down all China offices due to coronavirus outbreak' -The Verge,2020-01-29 14:53:00-05:00,GOOGL
570042,"February Market Outlook: Coronavirus, D.C. Proceedings, Earnings Season Could Mean Volatility",2020-01-29 14:53:00-05:00,GOOGL
570043,'Google Developing New 'Unified' Communications App for Businesses' -The Informatin,2020-01-28 16:27:00-05:00,GOOGL
570044,8 Stocks To Buy For This 2020 Presidential Election Year,2020-01-28 15:05:00-05:00,GOOGL
570045,"Accenture, Google Cloud To Collaborate To Help Life Sciences Cos. Advance Discovery, Development, Delivery Of Therapies, No Terms Disclosed",2020-01-28 09:02:00-05:00,GOOGL
570046,"7 Video Game, Esports Themes Investors Should Watch In 2020",2020-01-28 08:15:00-05:00,GOOGL
570047,"Activision Blizzard, Google Partnership Will Put Call Of Duty, Overwatch League Streaming On YouTube",2020-01-27 14:26:00-05:00,GOOGL
570048,"'Google App Maker will be shut down on January 19, 2021' -Blogpost From Google's G Suite Updates Blog",2020-01-27 12:12:00-05:00,GOOGL
570049,8 Cloud Stocks To Own In 2020,2020-01-27 09:00:00-05:00,GOOGL
570050,10 Biggest Price Target Changes For Monday,2020-01-27 08:56:00-05:00,GOOGL
570051,"﻿Shares of several communication companies are trading lower as the Wuhan coronavirus continues to spread throughout the country, prompting travel bans in multiple Chinese cities. Reports say the death toll rose to 80 as of the end of Sunday with more than 2,700 people now infected.",2020-01-27 08:51:00-05:00,GOOGL
570052,"Mizuho Securities Maintains Buy on Alphabet, Raises Price Target to $1650",2020-01-27 07:21:00-05:00,GOOGL
570053,"Amazon Employees Publicly Condemn Company's Communications, Climate Policies",2020-01-27 05:28:00-05:00,GOOGL
570054,Justice Department And State AGs To Share Information In Google Antitrust Probe,2020-01-27 00:46:00-05:00,GOOGL
570055,3 Classic Tech ETFs to be Tested by Earnings Reports This Week,2020-01-26 17:46:00-05:00,GOOGL
570056,"State Attorneys General to Meet With Justice Officials to Coordinate on Investigation into Google's Dominance in Advertising, Online Search",2020-01-26 10:24:00-05:00,GOOGL
570057,"Activision Blizzard Announces Google Cloud Will Serve As Preferred Provider For Co., Youtube Will Serve As Its Exclusive Streaming Partner Worldwide, Excluding China",2020-01-24 15:59:00-05:00,GOOGL
570058,10 Biggest Price Target Changes For Friday,2020-01-24 08:55:00-05:00,GOOGL
570059,Is The Drone Industry Finally Ready To Take Off?,2020-01-24 08:10:00-05:00,GOOGL
570060,"KeyBanc Maintains Overweight on Alphabet, Raises Price Target to $1.769K",2020-01-24 06:11:00-05:00,GOOGL
570061,"Today's Pickup: Waymo To Run Self-Driving Trucks In Texas, New Mexico",2020-01-23 12:42:00-05:00,GOOGL
570062,French Finance Minister Le Maire Says Has Reached Agreement With U.S on the Basis for Discussions on Digital Tax,2020-01-23 05:20:00-05:00,GOOGL
570063,UK Business Minister Leadsom Says We Are Going Ahead With the Digital Tax but We Need a Global Solution,2020-01-23 05:19:00-05:00,GOOGL
570064,University Of Minnesota Student Imprisoned In China For Tweets Critical Of Chinese Government,2020-01-23 03:48:00-05:00,GOOGL
570065,Researchers In Google's Cloud Team Identified 5 Different Types Of Potential Attack Allowing Third Parties To Obtain Sensitive Private Information,2020-01-22 12:48:00-05:00,GOOGL
570066,"Apple's Privacy Software Allowed Users To Be Tracked, Says Google",2020-01-22 12:44:00-05:00,GOOGL
570067,Stocks That Hit 52-Week Highs On Wednesday,2020-01-22 10:17:00-05:00,GOOGL
570068,GM-Backed Cruise's Self-Driving Robo-Taxi Revealed,2020-01-22 06:08:00-05:00,GOOGL
570069,Stocks That Hit 52-Week Highs On Tuesday,2020-01-21 10:11:00-05:00,GOOGL
570070,"Macron, Trump Agree To Hold Off Tit-For-Tat Tariffs",2020-01-21 08:34:00-05:00,GOOGL
570071,"Morgan Stanley Maintains Overweight on Alphabet, Raises Price Target to $1,560",2020-01-21 08:29:00-05:00,GOOGL
570072,Huawei Partners With TomTom To Develop Google Maps Alternative,2020-01-21 04:40:00-05:00,GOOGL
570073,"Macron, Trump Declare Truce on Digital Tax Dispute",2020-01-20 19:17:00-05:00,GOOGL
570074,4 ETFs For Alphabet's Ascent Into The Four Comma Club,2020-01-19 14:34:00-05:00,GOOGL
570075,9 Takeaways From The JPMorgan Healthcare Conference,2020-01-17 14:47:00-05:00,GOOGL
570076,Stocks That Hit 52-Week Highs On Friday,2020-01-17 13:23:00-05:00,GOOGL
570077,"UPDATE: UBS Maintains Buy on Alphabet, Raises Price Target to $1.675K As Firm Continues 'to see Cloud as an area where GOOG management will continue heavy levels of investment to maintain/build upon recent end market success'",2020-01-17 10:51:00-05:00,GOOGL
570078,Twitch's Viewership Declined In Q4 After Popular Streamers Left The Platform: Report,2020-01-17 07:25:00-05:00,GOOGL
570079,"Microsoft Commits To Go 'Carbon Negative' By 2030, Creates $1B Fund For Climate Innovation",2020-01-17 04:20:00-05:00,GOOGL
570080,"Google Parent Company Alphabet Joins The $1 Trillion Club With Apple, Microsoft, Aramco",2020-01-17 00:34:00-05:00,GOOGL
570081,Alphabet Inc. Market Cap Hits $1 Trillion,2020-01-16 15:59:00-05:00,GOOGL
570082,"Analyst: Amazon, Wayfair Big Winners From Impressive Online Holiday Sales Growth",2020-01-16 11:20:00-05:00,GOOGL
570083,Stocks That Hit 52-Week Highs On Thursday,2020-01-16 10:22:00-05:00,GOOGL
570084,"AirAsia Partners With Google To Reskill Staff, Launches Tech Academy",2020-01-16 03:22:00-05:00,GOOGL
570085,Criteo Comments on Google Chrome Privacy Enhancements,2020-01-15 05:30:00-05:00,GOOGL
570086,"Grindr, Tinder, OkCupid, Makeup, Kids And Prayer Apps Spreading User Data: Report",2020-01-15 01:11:00-05:00,GOOGL
570087,Bears Fawning For FANG With A Newly Upsized ETN,2020-01-14 14:30:00-05:00,GOOGL
570088,"Google Purchases Appsheet, No Terms Disclosed",2020-01-14 14:29:00-05:00,GOOGL
570089,"10 Most Trusted Brands In America: US Postal Service, Amazon Top The List",2020-01-14 14:15:00-05:00,GOOGL
570090,"Are You Ready For Some Esports? League Of Legends Will Add 'Monday Night League' Games On Website, YouTube, Twitch",2020-01-14 13:33:00-05:00,GOOGL
570091,Cramer Weighs In On Whether Alphabet Is Worth $1 Trillion,2020-01-14 12:28:00-05:00,GOOGL
570092,'Google is buying an Irish retail search startup called Pointy'  -Business Insider,2020-01-14 10:09:00-05:00,GOOGL
570093,"Microsoft CEO Criticizes India's Exclusionary Citizenship Law, Compares To US Experience",2020-01-14 01:58:00-05:00,GOOGL
570094,"Evercore ISI Group Maintains Outperform on Alphabet, Raises Price Target to $1.6K",2020-01-13 09:51:00-05:00,GOOGL
570095,Stocks That Hit 52-Week Highs On Friday,2020-01-10 12:18:00-05:00,GOOGL
570096,"Benzinga's Top Upgrades, Downgrades For January 10, 2020",2020-01-10 12:16:00-05:00,GOOGL
570097,"Bernstein Initiates Coverage On Alphabet with Outperform Rating, Announces $1.6K Price Target",2020-01-10 07:42:00-05:00,GOOGL
570098,Facebook Refuses To Limit Political Ads But Gives Users More Control Over Them,2020-01-10 05:09:00-05:00,GOOGL
570099,"Spotify, YouTube, Other Streaming Platforms Exceed Trillion In 2019",2020-01-10 02:16:00-05:00,GOOGL
570100,"Bernstein Initiates Coverage On Facebook And Google With Outperform Ratings; Firm Also Initiates Coverage On Amazon At Market Perform, Citing Exposure To Retail And Regulatory Concerns",2020-01-09 17:55:00-05:00,GOOGL
570101,Stocks That Hit 52-Week Highs On Thursday,2020-01-09 15:15:00-05:00,GOOGL
570102,"Billionaire Gives Away $9M As 'Social Experiment,' Breaks Twitter Records",2020-01-09 04:37:00-05:00,GOOGL
570103,Google's Travel Site Updated To Provide More Info,2020-01-09 01:59:00-05:00,GOOGL
570104,'Sonos sues Google for allegedly swiping speaker tech' -Washington Post,2020-01-07 14:58:00-05:00,GOOGL
570105,Alphabet shares are trading higher after Pivotal Researched upgraded the stock from Hold to Buy and raised the price target from $1.445k to $1.65k per share.,2020-01-06 10:12:00-05:00,GOOGL
570106,"Barron's Picks And Pans: Amazon, Dine Brands, Walgreens And More",2020-01-05 09:45:00-05:00,GOOGL
570107,"Benzinga's Top Upgrades, Downgrades For January 3, 2020",2020-01-03 11:33:00-05:00,GOOGL
570108,'@Xiaomi said Friday it had fixed a bug and communicated with @Google n response to the US firm disabling #Xiaomi link to Assistant and Google Home after a user reported seeing footage from other cameras.' -China's Global Times,2020-01-03 08:54:00-05:00,GOOGL
570109,Amazon To Employee Climate Activists: Toe The Line Or Get Fired,2020-01-03 07:39:00-05:00,GOOGL
570110,12 Stocks That Have Been The World's Most Valuable Company,2020-01-02 16:53:00-05:00,GOOGL
570111,"Nomura Internet Stock Preview For The Year: Buy Google, Activision Blizzard",2020-01-02 16:07:00-05:00,GOOGL
570112,Google Says Its AI Sometimes Outperforms Human Doctors In Detecting Cancer,2020-01-02 14:05:00-05:00,GOOGL
570113,"New Horizons: Virgin Galactic Debuts, China's Moon Landing, Female Space Walk And More",2020-01-01 17:51:00-05:00,GOOGL
570114,10 Things You Stopped Using This Decade,2019-12-31 11:30:00-05:00,GOOGL
570115,"Google Will Scrap Dutch, Irish IP Licensing System, Will Return IP To US",2019-12-31 09:25:00-05:00,GOOGL
570116,"Uber May Need to Curtail or Shut Down its Food Ordering Business in 2020 Due to Competition from Google, Others Says Analyst",2019-12-31 05:51:00-05:00,GOOGL
570117,YouTube To Limit Data It Collects On Kids Videos,2019-12-30 12:52:00-05:00,GOOGL
570118,34 CEOs Who Resigned Or Were Fired In 2019,2019-12-30 12:37:00-05:00,GOOGL
570119,Amazon Pays 13 Times More In Taxes With Hopes To Expand Business In Japan,2019-12-30 01:17:00-05:00,GOOGL
570120,Stocks That Hit 52-Week Highs On Friday,2019-12-27 11:27:00-05:00,GOOGL
570121,"YouTube Calls Crypto Video Removal An 'Error,' But Many Still Not Reinstated",2019-12-27 01:57:00-05:00,GOOGL
570122,Federal Aviation Administration Suggests Remote Tracking For Drones,2019-12-27 00:02:00-05:00,GOOGL
570123,"Gene Munster Talks Tesla's Opportunity, Apple's Valuation, Netflix's Headwinds",2019-12-26 14:16:00-05:00,GOOGL
570124,White House Says FAA Proposal Is 'Critical Step To Safely Integrate Commercial Drones Into The National Airspace',2019-12-26 11:36:00-05:00,GOOGL
570125,FAA Says It Expects All Drones Would Be In Compliance Within Three Years Of Finalizing Rule,2019-12-26 11:34:00-05:00,GOOGL
570126,U.S. Federal Aviation Administration Proposes Requiring Nearly All U.S. Drones To Be Equipped With Remote Tracking Technology,2019-12-26 11:33:00-05:00,GOOGL
570127,YouTube Allegedly Taking Down Cryptocurrency-Related Videos From Its Platform,2019-12-26 05:31:00-05:00,GOOGL
570128,Google Announces Pricing for First Stadia Games,2019-12-25 19:30:00-05:00,GOOGL
570129,"AFP Tweets: Apple told AFP that ToTok was removed from its App Store pending a review, while Google said it was taken down from the Play Store ""for a policy issue""",2019-12-23 18:20:00-05:00,GOOGL
570130,Google Buys Typhoon Studios To Bolster Stadia,2019-12-23 15:05:00-05:00,GOOGL
570131,Can Google Ever Catch Amazon And Microsoft In The Cloud?,2019-12-21 11:50:00-05:00,GOOGL
570132,Google Fined 150M Euros by France,2019-12-20 05:33:00-05:00,GOOGL
570133,Google Announces Independent Game Developer Typhoon Studios Has Joined Stadia,2019-12-19 12:37:00-05:00,GOOGL
570134,Google Shares Unaffected Following Earlier Bloomberg Article 'Facebook Pursues Music Video Rights in Challenge to YouTube',2019-12-19 10:38:00-05:00,GOOGL
570135,'Something Wrong With The Silicon Valley Propaganda': Peter Thiel Talks About Tech And Trump,2019-12-19 02:22:00-05:00,GOOGL
570136,"Why Alexa, Siri Are Teaming Up",2019-12-18 15:16:00-05:00,GOOGL
570137,Google Resolves Long-Running Tax Dispute With Australia,2019-12-18 15:03:00-05:00,GOOGL
570138,'Google and Amazon to create common tech platform for smart home devices' -AFP,2019-12-18 08:52:00-05:00,GOOGL
570139,"Blockchain Startup Raises $15M From Stanford And LinkedIn, Yahoo Co-Founders",2019-12-18 07:05:00-05:00,GOOGL
570140,UK's CMA Says There Is 'A Strong Argument For Development Of New Regulatory Regime' For Digital Markets; It Is Also Concerned About Lack Of Transparency In Way That Business Work On Platforms Such As Facebook And Google,2019-12-18 06:36:00-05:00,GOOGL
570141,Stocks That Hit 52-Week Highs On Tuesday,2019-12-17 11:19:00-05:00,GOOGL
570142,Google Cloud And Palo Alto Networks Expand Strategic Partnership,2019-12-16 12:11:00-05:00,GOOGL
570143,PewDiePie Says He Will Take A Break From YouTube In 2020,2019-12-16 05:20:00-05:00,GOOGL
570144,"FTC's Look Into Facebook A 'Negative Development,' Says RBC's Mahaney",2019-12-13 11:47:00-05:00,GOOGL
570145,"Angela Merkel The Most Powerful Woman On Forbes 2019 List, Thunberg The Youngest",2019-12-13 06:12:00-05:00,GOOGL
570146,YouTube's Music App Outpaces Spotify and Local Rivals in India,2019-12-13 05:53:00-05:00,GOOGL
570147,"Facebook, Google Are No Longer The Best Places To Work: Glassdoor",2019-12-12 06:05:00-05:00,GOOGL
570148,'An update to our harassment policy' -YouTube Blog,2019-12-11 09:52:00-05:00,GOOGL
570149,There's A New Trading Tool That Allows Traders To Trade Cannabis With Leverage,2019-12-11 09:47:00-05:00,GOOGL
570150,"Citi CFO, Currently Speaking At Goldman US Financial Services Conference, Says, Referring To Partnership With Google, Google Will Not Have Underyling Banking Data",2019-12-10 15:17:00-05:00,GOOGL
570151,Walmart Testing Driverless Grocery Delivery,2019-12-10 13:12:00-05:00,GOOGL
570152,"Fitbit Shares Dip To Session Low, Down 1.9% Over Last Min. As Hearing Alphabet Deal For Fitbit Is Facing A Dept. Of Justice Probe",2019-12-10 12:17:00-05:00,GOOGL
570153,"Huawei Ban Is Hurting Other Smartphone Makers, Including Apple",2019-12-09 22:04:00-05:00,GOOGL
570154,eBay Leaving Investors Bruised – Is It In Trouble?,2019-12-09 10:37:00-05:00,GOOGL
570155,Jorjin Chairman Says Smart Glasses May Replace Smartphones,2019-12-09 06:21:00-05:00,GOOGL
570156,Big Tech Firms Pose Global Financial Stability Risks: FSB Report,2019-12-08 23:44:00-05:00,GOOGL
570157,6 Ways To Control Your Child's Screen Time Around The Holidays,2019-12-08 13:10:00-05:00,GOOGL
570158,"Barron's Picks And Pans: Alphabet, Capital One, Macy's, Skechers And More",2019-12-08 12:33:00-05:00,GOOGL
570159,"EA, Cloudera And More 'Fast Money Halftime Report' Picks From Dec. 6",2019-12-06 16:32:00-05:00,GOOGL
570160,Stocks That Hit 52-Week Highs On Friday,2019-12-06 10:33:00-05:00,GOOGL
570161,Next Decade Could Belong To Cryptocurrency As Fiat System Crumbles: Deutsche Bank Research,2019-12-06 06:26:00-05:00,GOOGL
570162,Smart AR Glasses Shipments to Rise Significantly in 2023,2019-12-06 05:50:00-05:00,GOOGL
